"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Percent","","92,354","49.0%","51.0%","(X)","4.6%","5.4%","6.9%","6.7%","4.4%","8.2%","9.6%","14.6%","8.7%","7.4%","12.7%","6.9%","4.0%","(X)","21.3%","81.7%","78.7%","75.6%","27.7%","23.6%","72,645","49.0%","51.0%","(X)","21,753","49.0%","51.0%","(X)","","92,354","90.5%","9.5%","90.5%","57.9%","3.0%","0.3%","0.0%","0.0%","0.0%","0.0%","24.6%","2.0%","7.1%","2.6%","5.6%","4.7%","0.5%","2.1%","0.1%","0.1%","0.0%","0.0%","0.0%","4.6%","9.5%","0.9%","0.5%","3.8%","0.0%","","92,354","66.8%","4.3%","1.1%","29.3%","0.5%","8.1%","","92,354","16.4%","12.1%","0.7%","0.4%","3.2%","83.6%","49.8%","2.9%","0.1%","24.4%","0.1%","0.3%","5.9%","0.5%","5.5%","(X)","","65,521","49.3%","50.7%"
"Pasadena CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","271,731","133,152","138,579","96.1","15,519","14,172","16,305","14,394","12,844","39,360","39,420","39,512","18,235","16,249","25,537","13,425","6,759","40.9","55,488","222,722","216,243","208,870","55,122","45,721","216,243","104,408","111,835","93.4","45,721","19,686","26,035","75.6","","271,731","245,742","25,989","245,742","128,385","21,190","1,233","47","0","10","0","58,674","4,762","26,130","7,243","4,021","10,722","1,341","4,455","269","97","35","54","83","35,991","25,989","1,935","988","8,764","251","","271,731","151,444","25,269","4,084","69,677","1,028","48,489","","271,731","77,025","53,713","1,140","1,442","20,730","194,706","101,438","20,583","352","58,163","231","979","12,960","801","12,159","110,890","","187,420","90,538","96,882"
"    Percent","","271,731","49.0%","51.0%","(X)","5.7%","5.2%","6.0%","5.3%","4.7%","14.5%","14.5%","14.5%","6.7%","6.0%","9.4%","4.9%","2.5%","(X)","20.4%","82.0%","79.6%","76.9%","20.3%","16.8%","216,243","48.3%","51.7%","(X)","45,721","43.1%","56.9%","(X)","","271,731","90.4%","9.6%","90.4%","47.2%","7.8%","0.5%","0.0%","0.0%","0.0%","0.0%","21.6%","1.8%","9.6%","2.7%","1.5%","3.9%","0.5%","1.6%","0.1%","0.0%","0.0%","0.0%","0.0%","13.2%","9.6%","0.7%","0.4%","3.2%","0.1%","","271,731","55.7%","9.3%","1.5%","25.6%","0.4%","17.8%","","271,731","28.3%","19.8%","0.4%","0.5%","7.6%","71.7%","37.3%","7.6%","0.1%","21.4%","0.1%","0.4%","4.8%","0.3%","4.5%","(X)","","187,420","48.3%","51.7%"
"San Fernando Valley CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,838,599","903,892","934,707","96.7","99,307","104,129","108,742","108,299","115,523","290,069","258,509","255,813","123,785","110,197","153,855","73,962","36,409","38.4","378,148","1,504,164","1,460,451","1,397,184","328,316","264,226","1,460,451","711,956","748,495","95.1","264,226","114,927","149,299","77.0","","1,838,599","1,659,423","179,176","1,659,423","1,013,220","73,897","12,223","497","28","323","131","201,728","24,810","21,760","77,051","9,194","27,609","14,224","27,080","2,219","388","141","709","981","356,136","179,176","13,396","7,916","26,682","914","","1,838,599","1,177,659","97,941","30,832","240,433","7,623","476,535","","1,838,599","773,416","504,057","8,956","9,377","251,026","1,065,183","725,576","70,175","3,014","198,777","1,846","9,091","56,704","7,201","49,503","669,376","","1,195,925","578,974","616,951"
"    Percent","","1,838,599","49.2%","50.8%","(X)","5.4%","5.7%","5.9%","5.9%","6.3%","15.8%","14.1%","13.9%","6.7%","6.0%","8.4%","4.0%","2.0%","(X)","20.6%","81.8%","79.4%","76.0%","17.9%","14.4%","1,460,451","48.7%","51.3%","(X)","264,226","43.5%","56.5%","(X)","","1,838,599","90.3%","9.7%","90.3%","55.1%","4.0%","0.7%","0.0%","0.0%","0.0%","0.0%","11.0%","1.3%","1.2%","4.2%","0.5%","1.5%","0.8%","1.5%","0.1%","0.0%","0.0%","0.0%","0.1%","19.4%","9.7%","0.7%","0.4%","1.5%","0.0%","","1,838,599","64.1%","5.3%","1.7%","13.1%","0.4%","25.9%","","1,838,599","42.1%","27.4%","0.5%","0.5%","13.7%","57.9%","39.5%","3.8%","0.2%","10.8%","0.1%","0.5%","3.1%","0.4%","2.7%","(X)","","1,195,925","48.4%","51.6%"
"Santa Monica CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","92,828","45,863","46,965","97.7","4,521","3,468","3,460","3,513","4,172","17,721","14,117","12,487","6,373","5,952","9,239","4,961","2,844","41.4","13,834","80,479","78,994","77,230","20,555","17,044","78,994","38,486","40,508","95.0","17,044","7,340","9,704","75.6","","92,828","83,001","9,827","83,001","65,696","4,198","489","0","0","36","45","8,914","1,056","2,998","1,110","1,201","1,415","492","642","87","18","0","0","69","3,617","9,827","1,098","485","3,396","61","","92,828","74,729","6,227","1,680","12,972","197","7,757","","92,828","15,441","9,835","442","500","4,664","77,387","58,163","4,065","140","8,445","53","864","5,657","538","5,119","52,522","","71,942","34,951","36,991"
"    Percent","","92,828","49.4%","50.6%","(X)","4.9%","3.7%","3.7%","3.8%","4.5%","19.1%","15.2%","13.5%","6.9%","6.4%","10.0%","5.3%","3.1%","(X)","14.9%","86.7%","85.1%","83.2%","22.1%","18.4%","78,994","48.7%","51.3%","(X)","17,044","43.1%","56.9%","(X)","","92,828","89.4%","10.6%","89.4%","70.8%","4.5%","0.5%","0.0%","0.0%","0.0%","0.0%","9.6%","1.1%","3.2%","1.2%","1.3%","1.5%","0.5%","0.7%","0.1%","0.0%","0.0%","0.0%","0.1%","3.9%","10.6%","1.2%","0.5%","3.7%","0.1%","","92,828","80.5%","6.7%","1.8%","14.0%","0.2%","8.4%","","92,828","16.6%","10.6%","0.5%","0.5%","5.0%","83.4%","62.7%","4.4%","0.2%","9.1%","0.1%","0.9%","6.1%","0.6%","5.5%","(X)","","71,942","48.6%","51.4%"
"South Antelope Valley CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","224,677","111,831","112,846","99.1","15,406","16,793","19,627","17,635","15,502","28,670","28,104","28,782","14,971","13,499","16,515","6,966","2,207","34.5","63,257","168,906","161,420","152,083","32,806","25,688","161,420","79,249","82,171","96.4","25,688","11,939","13,749","86.8","","224,677","201,756","22,921","201,756","104,239","23,718","3,285","92","0","30","0","9,134","675","883","4,481","305","682","935","1,173","701","0","29","373","299","60,679","22,921","1,332","1,192","1,317","231","","224,677","125,333","26,918","5,471","11,269","1,301","78,638","","224,677","128,494","96,720","1,210","706","29,858","96,183","56,907","22,913","1,581","8,935","408","1,061","4,378","426","3,952","68,121","","139,951","68,730","71,221"
"    Percent","","224,677","49.8%","50.2%","(X)","6.9%","7.5%","8.7%","7.8%","6.9%","12.8%","12.5%","12.8%","6.7%","6.0%","7.4%","3.1%","1.0%","(X)","28.2%","75.2%","71.8%","67.7%","14.6%","11.4%","161,420","49.1%","50.9%","(X)","25,688","46.5%","53.5%","(X)","","224,677","89.8%","10.2%","89.8%","46.4%","10.6%","1.5%","0.0%","0.0%","0.0%","0.0%","4.1%","0.3%","0.4%","2.0%","0.1%","0.3%","0.4%","0.5%","0.3%","0.0%","0.0%","0.2%","0.1%","27.0%","10.2%","0.6%","0.5%","0.6%","0.1%","","224,677","55.8%","12.0%","2.4%","5.0%","0.6%","35.0%","","224,677","57.2%","43.0%","0.5%","0.3%","13.3%","42.8%","25.3%","10.2%","0.7%","4.0%","0.2%","0.5%","1.9%","0.2%","1.8%","(X)","","139,951","49.1%","50.9%"
"South Bay Cities CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","143,613","72,754","70,859","102.7","8,644","10,015","9,488","6,887","4,347","21,003","21,888","22,054","9,892","9,475","12,377","5,579","1,964","40.4","33,363","113,887","110,250","107,909","25,338","19,920","110,250","55,868","54,382","102.7","19,920","9,615","10,305","93.3","","143,613","128,387","15,226","128,387","100,522","3,287","320","0","0","32","8","19,351","2,846","5,330","2,685","2,823","2,927","593","2,147","248","173","31","18","26","4,659","15,226","1,238","1,026","6,004","93","","143,613","114,909","5,577","1,922","26,542","892","10,146","","143,613","19,514","12,129","593","610","6,182","124,099","90,766","3,174","185","19,299","248","689","9,738","727","9,011","63,610","","103,564","52,466","51,098"
"    Percent","","143,613","50.7%","49.3%","(X)","6.0%","7.0%","6.6%","4.8%","3.0%","14.6%","15.2%","15.4%","6.9%","6.6%","8.6%","3.9%","1.4%","(X)","23.2%","79.3%","76.8%","75.1%","17.6%","13.9%","110,250","50.7%","49.3%","(X)","19,920","48.3%","51.7%","(X)","","143,613","89.4%","10.6%","89.4%","70.0%","2.3%","0.2%","0.0%","0.0%","0.0%","0.0%","13.5%","2.0%","3.7%","1.9%","2.0%","2.0%","0.4%","1.5%","0.2%","0.1%","0.0%","0.0%","0.0%","3.2%","10.6%","0.9%","0.7%","4.2%","0.1%","","143,613","80.0%","3.9%","1.3%","18.5%","0.6%","7.1%","","143,613","13.6%","8.4%","0.4%","0.4%","4.3%","86.4%","63.2%","2.2%","0.1%","13.4%","0.2%","0.5%","6.8%","0.5%","6.3%","(X)","","103,564","50.7%","49.3%"
"South Gate-East Los Angeles CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","484,727","244,846","239,881","102.1","31,277","34,363","41,518","38,726","38,144","77,796","65,181","62,062","25,510","22,196","29,605","12,817","5,532","32.2","131,580","369,476","353,147","331,377","60,489","47,954","353,147","176,510","176,637","99.9","47,954","21,586","26,368","81.9","","484,727","419,782","64,945","419,782","216,915","7,992","7,758","45","0","58","9","4,520","301","1,500","1,227","510","175","382","425","559","244","34","166","115","182,038","64,945","619","845","626","23","","484,727","279,712","9,742","12,018","5,859","970","244,479","","484,727","461,498","392,672","1,221","2,514","65,091","23,229","9,862","6,741","635","4,248","313","626","804","164","640","125,559","","230,358","112,177","118,181"
"    Percent","","484,727","50.5%","49.5%","(X)","6.5%","7.1%","8.6%","8.0%","7.9%","16.0%","13.4%","12.8%","5.3%","4.6%","6.1%","2.6%","1.1%","(X)","27.1%","76.2%","72.9%","68.4%","12.5%","9.9%","353,147","50.0%","50.0%","(X)","47,954","45.0%","55.0%","(X)","","484,727","86.6%","13.4%","86.6%","44.7%","1.6%","1.6%","0.0%","0.0%","0.0%","0.0%","0.9%","0.1%","0.3%","0.3%","0.1%","0.0%","0.1%","0.1%","0.1%","0.1%","0.0%","0.0%","0.0%","37.6%","13.4%","0.1%","0.2%","0.1%","0.0%","","484,727","57.7%","2.0%","2.5%","1.2%","0.2%","50.4%","","484,727","95.2%","81.0%","0.3%","0.5%","13.4%","4.8%","2.0%","1.4%","0.1%","0.9%","0.1%","0.1%","0.2%","0.0%","0.1%","(X)","","230,358","48.7%","51.3%"
"Southwest San Gabriel Valley CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","317,512","155,563","161,949","96.1","16,370","14,967","16,966","17,188","18,415","47,016","41,684","42,748","22,357","21,245","30,721","17,307","10,528","41.4","59,590","265,405","257,922","248,816","71,304","58,556","257,922","124,320","133,602","93.1","58,556","25,609","32,947","77.7","","317,512","296,311","21,201","296,311","65,792","3,798","2,426","130","64","14","38","159,102","1,810","106,263","6,774","6,034","3,373","19,740","15,108","638","62","52","131","393","64,555","21,201","878","843","2,364","81","","317,512","85,054","5,539","4,667","163,372","1,405","80,515","","317,512","126,496","106,705","832","1,087","17,872","191,016","23,236","3,129","618","158,306","567","788","4,372","520","3,852","107,573","","204,629","97,809","106,820"
"    Percent","","317,512","49.0%","51.0%","(X)","5.2%","4.7%","5.3%","5.4%","5.8%","14.8%","13.1%","13.5%","7.0%","6.7%","9.7%","5.5%","3.3%","(X)","18.8%","83.6%","81.2%","78.4%","22.5%","18.4%","257,922","48.2%","51.8%","(X)","58,556","43.7%","56.3%","(X)","","317,512","93.3%","6.7%","93.3%","20.7%","1.2%","0.8%","0.0%","0.0%","0.0%","0.0%","50.1%","0.6%","33.5%","2.1%","1.9%","1.1%","6.2%","4.8%","0.2%","0.0%","0.0%","0.0%","0.1%","20.3%","6.7%","0.3%","0.3%","0.7%","0.0%","","317,512","26.8%","1.7%","1.5%","51.5%","0.4%","25.4%","","317,512","39.8%","33.6%","0.3%","0.3%","5.6%","60.2%","7.3%","1.0%","0.2%","49.9%","0.2%","0.2%","1.4%","0.2%","1.2%","(X)","","204,629","47.8%","52.2%"
"Torrance CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","147,156","71,810","75,346","95.3","8,513","8,682","9,407","7,125","6,684","18,255","20,364","21,583","11,596","10,343","13,209","6,991","4,404","42.2","31,526","118,750","115,630","111,975","30,426","24,604","115,630","55,206","60,424","91.4","24,604","10,374","14,230","72.9","","147,156","131,695","15,461","131,695","61,082","4,831","671","10","0","0","0","54,618","6,466","7,204","6,103","15,739","11,859","1,874","5,373","268","32","38","115","83","10,225","15,461","799","775","5,265","215","","147,156","74,609","6,889","2,225","61,755","1,135","17,052","","147,156","28,784","17,861","1,167","981","8,775","118,372","50,215","4,522","406","53,833","262","584","8,550","1,076","7,474","59,569","","99,662","47,929","51,733"
"    Percent","","147,156","48.8%","51.2%","(X)","5.8%","5.9%","6.4%","4.8%","4.5%","12.4%","13.8%","14.7%","7.9%","7.0%","9.0%","4.8%","3.0%","(X)","21.4%","80.7%","78.6%","76.1%","20.7%","16.7%","115,630","47.7%","52.3%","(X)","24,604","42.2%","57.8%","(X)","","147,156","89.5%","10.5%","89.5%","41.5%","3.3%","0.5%","0.0%","0.0%","0.0%","0.0%","37.1%","4.4%","4.9%","4.1%","10.7%","8.1%","1.3%","3.7%","0.2%","0.0%","0.0%","0.1%","0.1%","6.9%","10.5%","0.5%","0.5%","3.6%","0.1%","","147,156","50.7%","4.7%","1.5%","42.0%","0.8%","11.6%","","147,156","19.6%","12.1%","0.8%","0.7%","6.0%","80.4%","34.1%","3.1%","0.3%","36.6%","0.2%","0.4%","5.8%","0.7%","5.1%","(X)","","99,662","48.1%","51.9%"
"Upper San Gabriel Valley CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","323,779","159,958","163,821","97.6","18,151","17,970","22,290","20,030","20,036","42,702","42,849","46,019","22,351","20,064","29,260","14,493","7,564","39.8","71,063","261,261","252,716","241,324","62,559","51,317","252,716","122,944","129,772","94.7","51,317","22,780","28,537","79.8","","323,779","290,896","32,883","290,896","105,641","5,882","3,660","48","10","45","0","113,651","3,232","72,127","7,556","2,745","3,083","15,094","9,814","1,759","276","161","133","1,189","60,303","32,883","1,297","815","3,266","67","","323,779","132,440","8,851","9,514","119,086","2,662","86,028","","323,779","145,139","123,570","1,083","975","19,511","178,640","50,622","5,629","570","112,956","1,670","741","6,452","551","5,901","105,570","","199,639","96,830","102,809"
"    Percent","","323,779","49.4%","50.6%","(X)","5.6%","5.6%","6.9%","6.2%","6.2%","13.2%","13.2%","14.2%","6.9%","6.2%","9.0%","4.5%","2.3%","(X)","21.9%","80.7%","78.1%","74.5%","19.3%","15.8%","252,716","48.6%","51.4%","(X)","51,317","44.4%","55.6%","(X)","","323,779","89.8%","10.2%","89.8%","32.6%","1.8%","1.1%","0.0%","0.0%","0.0%","0.0%","35.1%","1.0%","22.3%","2.3%","0.8%","1.0%","4.7%","3.0%","0.5%","0.1%","0.0%","0.0%","0.4%","18.6%","10.2%","0.4%","0.3%","1.0%","0.0%","","323,779","40.9%","2.7%","2.9%","36.8%","0.8%","26.6%","","323,779","44.8%","38.2%","0.3%","0.3%","6.0%","55.2%","15.6%","1.7%","0.2%","34.9%","0.5%","0.2%","2.0%","0.2%","1.8%","(X)","","199,639","48.5%","51.5%"
"Whittier CCD, Los Angeles County, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","322,710","157,661","165,049","95.5","16,616","18,736","21,935","23,259","24,362","44,208","43,351","42,596","21,161","18,418","26,281","13,959","7,828","37.9","71,073","260,757","251,637","236,667","58,859","48,068","251,637","122,174","129,463","94.4","48,068","20,995","27,073","77.5","","322,710","287,173","35,537","287,173","130,663","4,096","4,721","480","10","131","0","25,210","2,188","4,141","6,749","1,306","6,789","1,909","2,128","554","178","87","189","100","121,929","35,537","702","1,671","2,424","65","","322,710","163,464","6,165","8,749","29,905","1,639","151,004","","322,710","229,163","195,746","1,575","1,442","30,400","93,547","56,703","3,514","957","24,722","321","2,652","4,678","273","4,405","97,129","","224,779","108,358","116,421"
"    Percent","","322,710","48.9%","51.1%","(X)","5.1%","5.8%","6.8%","7.2%","7.5%","13.7%","13.4%","13.2%","6.6%","5.7%","8.1%","4.3%","2.4%","(X)","22.0%","80.8%","78.0%","73.3%","18.2%","14.9%","251,637","48.6%","51.4%","(X)","48,068","43.7%","56.3%","(X)","","322,710","89.0%","11.0%","89.0%","40.5%","1.3%","1.5%","0.1%","0.0%","0.0%","0.0%","7.8%","0.7%","1.3%","2.1%","0.4%","2.1%","0.6%","0.7%","0.2%","0.1%","0.0%","0.1%","0.0%","37.8%","11.0%","0.2%","0.5%","0.8%","0.0%","","322,710","50.7%","1.9%","2.7%","9.3%","0.5%","46.8%","","322,710","71.0%","60.7%","0.5%","0.4%","9.4%","29.0%","17.6%","1.1%","0.3%","7.7%","0.1%","0.8%","1.4%","0.1%","1.4%","(X)","","224,779","48.2%","51.8%"
